cid,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_atoms,Number_of_halogen_atoms,Number_of_B_atoms,Number_of_Br_atoms,Number_of_Cl_atoms,Number_of_I_atoms,Number_of_F_atoms,Number_of_N_atoms,Number_of_O_atoms,Number_of_P_atoms,Number_of_S_atoms,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2
119034,487.700989127159,13.2615,51,5,3,4,1,3,0,0.051282051282051,39,0,0,187.9879,82,0,0,0,0,0,0,0,5,0,0,86,0,0,0,0,100.82,14.1677956076441,0.964803362106747,13.6846457673067,26.6009204470743,8.24816217420361,476,554
73659,471.701989531517,14.1174,50,4,2,3,1,2,0,0.026315789473684,38,0,0,186.2281,81,0,0,0,0,0,0,0,4,0,0,85,0,0,0,0,80.59,12.848134875805,0.969419039204765,12.2534377355994,25.6412742382271,7.52773446201827,472,546
73398,469.685989499092,14.0504,48,4,1,2,1,1,0,0.026315789473684,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,13.2211147848247,0.981309940673424,12.4729245438518,25.6412742382271,7.52773446201827,462,534
64945,455.702989935875,15.4029,49,3,1,2,1,1,0,0.027027027027027,37,0,0,184.9883,80,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,60.36,13.5091274438822,0.969094012490627,12.939955535545,24.6837107377648,7.5078125,468,538
10494,455.702989935875,15.1881,49,3,1,2,1,1,0,0.027027027027027,37,0,0,184.7283,80,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,60.36,10.9568130725279,0.942422354640249,10.6262236550091,24.6837107377648,7.27857988165681,468,538
10114,469.685989499092,14.0504,48,4,1,2,1,1,0,0.026315789473684,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,13.7549577399813,0.974396067239061,13.116392915004,25.6412742382271,7.52773446201827,462,534
3230,469.685989499092,14.0504,48,4,1,2,1,1,0,0.026315789473684,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,11.5513042256386,0.978994943023084,10.7991459587818,25.6412742382271,7.52773446201827,462,534
18526330,469.685989499092,14.0504,48,4,1,2,1,1,0,0.026315789473684,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,12.3153084082651,0.731759610573878,15.8297187085892,25.6412742382271,7.52773446201827,462,534
12305517,455.702989935875,15.1881,49,3,1,2,1,1,0,0.027027027027027,37,0,0,184.7283,80,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,60.36,14.6707610549376,0.973649371712431,14.0678072426987,24.6837107377648,7.27857988165681,468,538
12193680,469.685989499092,14.0504,48,4,1,2,1,1,0,0.026315789473684,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,14.2580493693482,0.980470684806449,13.5420455606613,25.6412742382271,7.52773446201827,462,534
11869658,455.702989935875,15.1881,49,3,1,2,1,1,0,0.027027027027027,37,0,0,184.7283,80,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,60.36,10.7325370356547,0.96977857704798,10.0669974462879,24.6837107377648,7.27857988165681,468,538
10434225,455.702989935875,15.1881,49,3,1,2,1,1,0,0.027027027027027,37,0,0,184.7283,80,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,60.36,12.0487477810616,0.971138662279648,11.4068253577491,24.6837107377648,7.27857988165681,468,538
9897771,469.685989499092,14.0504,48,4,1,2,1,1,0,0.026315789473684,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,13.0353532260977,0.961991936589255,12.5503768070184,25.6412742382271,7.52773446201827,462,534
9847548,469.685989499092,14.2652,48,4,1,2,1,1,0,0.026315789473684,38,0,0,183.0743,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,12.8407343475913,0.971099487058874,12.2228824324493,25.6412742382271,7.75757575757576,462,534
220774,455.702989935875,15.4029,49,3,1,2,1,1,0,0.027027027027027,37,0,0,184.9883,80,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,60.36,10.974383039151,0.925613486399116,10.8563344208005,24.6837107377648,7.5078125,468,538
168928,455.702989935875,15.4029,49,3,1,2,1,1,0,0.027027027027027,37,0,0,184.9883,80,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,60.36,14.4610933311391,0.972248962112935,13.8738583373868,24.6837107377648,7.5078125,468,538
92825,469.685989499092,14.0504,48,4,1,2,1,1,0,0.052631578947369,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,10.9763467734162,0.976995638953125,10.2347960786986,25.6412742382271,7.75757575757576,462,537
68265830,469.685989499092,14.0504,48,4,1,2,1,1,0,0.026315789473684,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,14.5902132862208,0.961847993685215,14.168938732533,25.6412742382271,7.52773446201827,462,534
9804114,455.702989935875,15.1881,49,3,1,2,1,1,0,0.027027027027027,37,0,0,184.7283,80,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,60.36,14.6697241644484,0.97490150901315,14.0473909711125,24.6837107377648,7.27857988165681,468,538
6710742,503.699988722801,12.1908,52,6,4,5,1,4,0,0.05,40,0,0,189.4877,83,0,0,0,0,0,0,0,6,0,0,87,0,0,0,0,121.05,14.4753419419548,0.951172876122198,14.2184132930375,27.5625,8.49821466078555,480,562
5702287,469.685989499092,14.0504,48,4,1,2,1,1,0,0.026315789473684,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,14.6073078711976,0.970748092850823,14.0474752191374,25.6412742382271,7.52773446201827,462,534
3778105,497.739988923073,16.6811,52,4,0,1,1,0,0,0.075,40,0,0,196.5015,85,0,0,0,0,0,0,0,4,0,0,89,0,0,0,0,66.43,11.7017708137555,0.988171373590041,10.8418435571988,27.5625,8.75,494,559
471426,487.700989127159,12.8416,51,5,3,4,1,3,0,0.025641025641026,39,0,0,188.0259,82,0,0,0,0,0,0,0,5,0,0,86,0,0,0,0,100.82,13.7629350377046,0.964200407215455,13.2739361389102,26.6009204470743,7.77693761814745,476,554
94320,511.72298848629,15.3286,51,5,0,1,1,0,0,0.073170731707317,41,0,0,194.3275,84,0,0,0,0,0,0,0,5,0,0,88,0,0,0,0,83.5,14.6768054539133,0.976707075870659,14.0268241282373,28.5258774538965,8.74826423328705,488,555
73299,471.701989531517,14.1174,50,4,2,3,1,2,0,0.052631578947369,38,0,0,186.2281,81,0,0,0,0,0,0,0,4,0,0,85,0,0,0,0,80.59,10.9821796953828,0.96993727141603,10.3225669525512,25.6412742382271,7.75757575757576,472,546
133568304,469.685989499092,14.0504,48,4,1,2,1,1,0,0.026315789473684,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,14.3114119032422,0.972188243704919,13.7208238691539,25.6412742382271,7.52773446201827,462,534
131752024,469.685989499092,14.2652,48,4,1,2,1,1,0,0.026315789473684,38,0,0,183.0743,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,14.319536865356,0.97640629401469,13.6655515773852,25.6412742382271,7.75757575757576,462,533
131752020,471.701989531517,14.1174,50,4,2,3,1,2,0,0.026315789473684,38,0,0,186.2281,81,0,0,0,0,0,0,0,4,0,0,85,0,0,0,0,80.59,10.8601584392396,0.71504331690494,14.1881126394521,25.6412742382271,7.52773446201827,472,542
101768915,455.702989935875,15.1881,49,3,1,2,1,1,0,0.027027027027027,37,0,0,184.7283,80,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,60.36,12.4523639550079,0.968420463811835,11.8584271195527,24.6837107377648,7.27857988165681,468,534
73744576,471.701989531517,14.1174,50,4,2,3,1,2,0,0.052631578947369,38,0,0,186.2281,81,0,0,0,0,0,0,0,4,0,0,85,0,0,0,0,80.59,14.5831531419061,0.957301629266019,14.2336031780153,25.6412742382271,7.75757575757576,472,546
73657088,442.683990240097,13.1448,49,3,2,2,0,2,0,0,36,0,0,181.0326,78,0,0,0,0,0,0,0,3,0,0,82,0,0,0,0,57.53,10.7247696957701,0.923839238229986,10.6089133822872,23.7283950617284,6.8115234375,452,520
73242194,453.68698990345,14.7915,47,3,1,2,1,1,0,0.027027027027027,37,0,0,182.4003,78,0,0,0,0,0,0,0,3,0,0,82,0,0,0,0,60.36,12.3568963259321,0.742968348616679,15.6317937351426,24.6837107377648,7.5078125,454,523
73091028,653.088985919952,25.169,79,3,1,1,0,1,0,0.274509803921569,51,0,0,284.3948,123,0,0,0,0,0,0,0,3,0,0,127,0,0,0,0,46.53,22.0607609048377,0.961944381351045,21.9335098083878,38.2360630526721,14.9254927095017,692,754
72827740,681.142985343933,26.5826,83,3,1,1,0,1,0,0.30188679245283,53,0,0,298.2368,129,0,0,0,0,0,0,0,3,0,0,133,0,0,0,0,46.53,22.5729214458938,0.96134502394173,22.4805620081537,40.1908152367391,16.1609510745313,724,786
72779023,625.034986495972,23.7554,75,3,1,1,0,1,0,0.244897959183673,49,0,0,270.5528,117,0,0,0,0,0,0,0,3,0,0,121,0,0,0,0,46.53,21.4433734097052,0.961693842107468,21.2975051630922,36.2848812994586,13.721706864564,660,722
70680338,485.684989094734,12.6501,49,5,3,4,1,3,0,0.051282051282051,39,0,0,185.3999,80,0,0,0,0,0,0,0,5,0,0,84,0,0,0,0,100.82,12.7921957459266,0.96038980117562,12.3197954937334,26.6009204470743,8.24816217420361,462,539
49857633,478.692989706993,13.5554,49,3,1,2,1,1,0,0.027027027027027,37,0,0,184.7283,81,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,60.36,11.1905213883446,0.978274927664901,10.439035256741,27.0460189919649,7.99810650887574,465,535
25564831,471.701989531517,14.1174,50,4,2,3,1,2,0,0.026315789473684,38,0,0,186.2281,81,0,0,0,0,0,0,0,4,0,0,85,0,0,0,0,80.59,12.1929589249205,0.974020012633674,11.5181811120612,25.6412742382271,7.52773446201827,472,546
23757202,487.700989127159,13.0467,51,5,3,4,1,3,0,0.051282051282051,39,0,0,187.7279,82,0,0,0,0,0,0,0,5,0,0,86,0,0,0,0,100.82,11.2287718562274,0.945021185389815,10.8820318843917,26.6009204470743,8.00735294117647,476,554
23132225,487.700989127159,13.2615,51,5,3,4,1,3,0,0.025641025641026,39,0,0,187.9879,82,0,0,0,0,0,0,0,5,0,0,86,0,0,0,0,100.82,11.4707785613424,0.978293014363421,10.7252994684894,26.6009204470743,8.00735294117647,476,554
21592329,500.675988674164,13.0404,48,6,2,4,2,2,0,0.05,40,0,0,182.8866,80,0,0,0,0,0,0,0,6,0,0,84,0,0,0,0,120.72,11.5947605687697,0.965748548344179,11.0059829120628,27.5625,8.25714285714286,470,551
20055661,440.711990356445,15.1274,50,2,1,1,0,1,0,0,36,0,0,186.1558,80,0,0,0,0,0,0,0,2,0,0,84,0,0,0,0,37.3,10.5564810990648,0.774180124579703,12.6356911833611,23.7283950617284,6.8115234375,464,529
15560324,484.676989078522,14.1111,47,5,1,3,2,1,0,0.051282051282051,39,0,0,181.3868,79,0,0,0,0,0,0,0,5,0,0,83,0,0,0,0,100.49,11.5533642803516,0.966858544043319,10.9493842729428,26.6009204470743,8.00735294117647,466,543
14423521,440.711990356445,15.3422,50,2,1,1,0,1,0,0.027777777777778,36,0,0,186.4158,80,0,0,0,0,0,0,0,2,0,0,84,0,0,0,0,37.3,14.1828612411132,0.978652746687151,13.4922305579009,23.7283950617284,7.25806451612903,464,532
14158843,487.700989127159,13.0467,51,5,3,4,1,3,0,0.051282051282051,39,0,0,187.7279,82,0,0,0,0,0,0,0,5,0,0,86,0,0,0,0,100.82,12.0037769320395,0.972092812954625,11.3483856397977,26.6009204470743,8.00735294117647,476,554
14055735,503.699988722801,11.7709,52,6,4,5,1,4,0,0.05,40,0,0,189.5257,83,0,0,0,0,0,0,0,6,0,0,87,0,0,0,0,121.05,10.8021833694214,0.958999488800699,10.2640136888189,27.5625,8.25714285714286,480,562
13893949,453.68698990345,15.3359,47,3,0,1,1,0,0,0.027027027027027,37,0,0,181.5745,78,0,0,0,0,0,0,0,3,0,0,82,0,0,0,0,57.2,10.9073410724969,0.992418036746889,9.99067194329801,24.6837107377648,7.5078125,458,525
13878339,515.710988402367,13.6181,52,6,2,3,1,2,0,0.097560975609756,41,0,0,192.3201,84,0,0,0,0,0,0,0,6,0,0,88,0,0,0,0,106.89,12.741170736487,0.957209500816301,12.3107441219727,28.5258774538965,9,486,559
13632872,456.710989952087,14.0567,51,3,2,2,0,2,0,0.027027027027027,37,0,0,187.6556,81,0,0,0,0,0,0,0,3,0,0,85,0,0,0,0,57.53,10.7484520490706,0.962041518482138,10.1725448876977,24.6837107377648,7.27857988165681,468,536
12315243,453.68698990345,14.7915,47,3,1,2,1,1,0,0.027027027027027,37,0,0,182.4003,78,0,0,0,0,0,0,0,3,0,0,82,0,0,0,0,60.36,12.2037711069611,0.965951883374998,11.633932721702,24.6837107377648,7.5078125,454,515
12310283,456.710989952087,14.0567,51,3,2,2,0,2,0,0.027027027027027,37,0,0,187.6556,81,0,0,0,0,0,0,0,3,0,0,85,0,0,0,0,57.53,14.7660161023844,0.969931793710176,14.2237674835892,24.6837107377648,7.27857988165681,468,537
12305894,487.700989127159,13.0467,51,5,3,4,1,3,0,0.025641025641026,39,0,0,187.7279,82,0,0,0,0,0,0,0,5,0,0,86,0,0,0,0,100.82,10.8818124252881,0.967779323475693,10.2441050984713,26.6009204470743,7.77693761814745,476,554
12305221,487.700989127159,13.0467,51,5,3,4,1,3,0,0.051282051282051,39,0,0,187.7279,82,0,0,0,0,0,0,0,5,0,0,86,0,0,0,0,100.82,13.2088358905107,0.969361831780596,12.6263214183374,26.6009204470743,8.00735294117647,476,554
11386458,497.739988923073,16.6811,52,4,0,1,1,0,0,0.075,40,0,0,196.5015,85,0,0,0,0,0,0,0,4,0,0,89,0,0,0,0,66.43,12.4377711322916,0.983493517291337,11.6465207076776,27.5625,8.75,494,559
10321055,440.711990356445,15.1274,50,2,1,1,0,1,0,0.027777777777778,36,0,0,186.1558,80,0,0,0,0,0,0,0,2,0,0,84,0,0,0,0,37.3,10.8525210733235,0.449984892698291,23.1175231644943,23.7283950617284,7.02947845804989,464,532
9981416,453.68698990345,15.1211,47,3,0,1,1,0,0,0.027027027027027,37,0,0,181.3145,78,0,0,0,0,0,0,0,3,0,0,82,0,0,0,0,57.2,13.8554523069749,0.989276705227461,13.0056389013923,24.6837107377648,7.27857988165681,458,525
7163177,455.702989935875,15.4029,49,3,1,2,1,1,0,0.027027027027027,37,0,0,184.9883,80,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,60.36,11.0711145533588,0.957833142601039,10.5585001822914,24.6837107377648,7.5078125,468,538
5702158,469.685989499092,14.0504,48,4,1,2,1,1,0,0.026315789473684,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,13.4697435190278,0.965883416213252,12.9455169153188,25.6412742382271,7.52773446201827,462,534
5257561,454.694989919663,14.567,49,3,1,1,0,1,0,0,38,1,0,183.0128,79,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,46.53,12.3405776742739,0.874218642289864,13.1161227607202,23.4016620498615,6.65051903114187,468,546
3838010,471.701989531517,13.9123,50,4,2,3,1,2,0,0.026315789473684,38,0,0,186.5261,81,0,0,0,0,0,0,0,4,0,0,85,0,0,0,0,80.59,10.3303216935072,0.711697692167041,13.5150417195431,25.6412742382271,7.52773446201827,472,546
637234,455.702989935875,15.1881,49,3,1,2,1,1,0,0.027027027027027,37,0,0,184.7283,80,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,60.36,11.9342986290936,0.961999296815703,11.4057248987574,24.6837107377648,7.27857988165681,468,538
629042,484.720989227295,14.6281,52,4,1,1,0,1,0,0.051282051282051,39,0,0,192.2478,83,0,0,0,0,0,0,0,4,0,0,87,0,0,0,0,63.6,11.1424388219606,0.9776724068924,10.3969042630318,26.6009204470743,8.00735294117647,478,542
622032,503.699988722801,11.976,52,6,4,5,1,4,0,0.05,40,0,0,189.2277,83,0,0,0,0,0,0,0,6,0,0,87,0,0,0,0,121.05,10.9263789061029,0.957316471813222,10.413549466466,27.5625,8.25714285714286,480,562
619166,455.702989935875,15.1881,49,3,1,2,1,1,0,0.027027027027027,37,0,0,184.7283,80,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,60.36,11.0538956230526,0.879997215038496,11.5612847792581,24.6837107377648,7.27857988165681,468,538
619164,497.739988923073,16.6811,52,4,0,1,1,0,0,0.075,40,0,0,196.5015,85,0,0,0,0,0,0,0,4,0,0,89,0,0,0,0,66.43,11.6853077871735,0.989151691608371,10.8134638865886,27.5625,8.75,494,559
490367,503.699988722801,11.7709,52,6,4,5,1,4,0,0.05,40,0,0,189.5257,83,0,0,0,0,0,0,0,6,0,0,87,0,0,0,0,121.05,11.2064955626795,0.961682329812843,10.6530118265358,27.5625,8.25714285714286,480,562
440167,469.685989499092,14.0504,48,4,1,2,1,1,0,0.026315789473684,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,12.5376875119887,0.973953049459463,11.8729896363557,25.6412742382271,7.52773446201827,462,534
436072,500.675988674164,13.0404,48,6,2,4,2,2,0,0.05,40,0,0,182.8866,80,0,0,0,0,0,0,0,6,0,0,84,0,0,0,0,120.72,11.6055651198165,0.968490981145974,10.983142172459,27.5625,8.25714285714286,470,551
296191,487.700989127159,13.2615,51,5,3,4,1,3,0,0.051282051282051,39,0,0,187.9879,82,0,0,0,0,0,0,0,5,0,0,86,0,0,0,0,100.82,10.6601187725418,0.966224284456628,10.0327580707999,26.6009204470743,8.24816217420361,476,554
258809,503.699988722801,12.1908,52,6,4,5,1,4,0,0.05,40,0,0,189.4877,83,0,0,0,0,0,0,0,6,0,0,87,0,0,0,0,121.05,12.2867858480427,0.977741128762653,11.5665019979182,27.5625,8.49821466078555,480,562
161527,455.702989935875,15.1881,49,3,1,2,1,1,0,0.027027027027027,37,0,0,184.7283,80,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,60.36,11.6525385572696,0.962898174810085,11.1015273079813,24.6837107377648,7.27857988165681,468,538
158477,454.694989919663,14.567,49,3,1,1,0,1,0,0,38,1,0,183.0128,79,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,46.53,10.9231153354374,0.96020472348426,10.375819206347,23.4016620498615,6.65051903114187,468,546
120678,484.676989078522,14.3259,47,5,1,3,2,1,0,0.051282051282051,39,0,0,181.6468,79,0,0,0,0,0,0,0,5,0,0,83,0,0,0,0,100.49,11.3036914077804,0.979356357669291,10.5419594913146,26.6009204470743,8.24816217420361,466,543
112111,469.685989499092,14.0504,48,4,1,2,1,1,0,0.026315789473684,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,13.7740096025268,0.973364449344276,13.1509273446405,25.6412742382271,7.52773446201827,462,534
102135,484.720989227295,14.6281,52,4,1,1,0,1,0,0.051282051282051,39,0,0,192.2478,83,0,0,0,0,0,0,0,4,0,0,87,0,0,0,0,63.6,13.9669220498101,0.975832017280234,13.3128343838704,26.6009204470743,8.00735294117647,478,542
101810,485.684989094734,12.9797,49,5,2,3,1,2,0,0.051282051282051,39,0,0,184.3141,80,0,0,0,0,0,0,0,5,0,0,84,0,0,0,0,97.66,10.8852453428731,0.965154827157351,10.2782374771239,26.6009204470743,8.00735294117647,466,545
73412,503.699988722801,12.1908,52,6,4,5,1,4,0,0.05,40,0,0,189.4877,83,0,0,0,0,0,0,0,6,0,0,87,0,0,0,0,121.05,10.407835197429,0.962377254014221,9.81471445217179,27.5625,8.49821466078555,480,562
65048,500.675988674164,13.0404,48,6,2,4,2,2,0,0.05,40,0,0,182.8866,80,0,0,0,0,0,0,0,6,0,0,84,0,0,0,0,120.72,13.9121037871393,0.967407839718126,13.3808052984074,27.5625,8.25714285714286,470,551
131752867,469.685989499092,14.0504,48,4,1,2,1,1,0,0.026315789473684,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,12.6728730425729,0.970157466334516,12.0626970180975,25.6412742382271,7.52773446201827,462,533
131752454,453.68698990345,14.5767,47,3,1,2,1,1,0,0.027027027027027,37,0,0,182.1403,78,0,0,0,0,0,0,0,3,0,0,82,0,0,0,0,60.36,15.0754146268455,0.976762991004803,14.4340559231644,24.6837107377648,7.27857988165681,454,520
131752023,471.701989531517,14.3322,50,4,2,3,1,2,0,0.026315789473684,38,0,0,186.4881,81,0,0,0,0,0,0,0,4,0,0,85,0,0,0,0,80.59,11.6404159793505,0.962977147139272,11.0879462341664,25.6412742382271,7.75757575757576,472,546
131752021,487.700989127159,13.0467,51,5,3,4,1,3,0,0.051282051282051,39,0,0,187.7279,82,0,0,0,0,0,0,0,5,0,0,86,0,0,0,0,100.82,11.3048226642653,0.969669152929885,10.6584328068058,26.6009204470743,8.00735294117647,476,554
131751692,484.720989227295,14.0837,52,4,2,2,0,2,0,0.076923076923077,39,0,0,193.0736,83,0,0,0,0,0,0,0,4,0,0,87,0,0,0,0,66.76,14.8456794760222,0.951805685668825,14.5973847388716,26.6009204470743,8.24816217420361,474,536
131751688,469.685989499092,13.506,48,4,2,3,1,2,0,0.052631578947369,38,0,0,183.6401,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,80.59,11.8087929364349,0.971918091472023,11.1499877819435,25.6412742382271,7.75757575757576,458,528
131751570,596.980987071991,22.127,71,3,1,1,0,1,0,0.234042553191489,47,0,0,256.4508,111,0,0,0,0,0,0,0,3,0,0,115,0,0,0,0,46.53,18.6690475039171,0.575079099248916,31.463442904289,34.337709370756,12.5514666666667,628,690
124222344,681.142985343933,26.3678,83,3,1,1,0,1,0,0.320754716981132,53,0,0,297.9768,129,0,0,0,0,0,0,0,3,0,0,133,0,0,0,0,46.53,24.7348295118083,0.945337298847481,25.1650836605771,40.1908152367391,16.1609510745313,724,786
90658533,440.711990356445,15.1274,50,2,1,1,0,1,0,0,36,0,0,186.1558,80,0,0,0,0,0,0,0,2,0,0,84,0,0,0,0,37.3,11.1430672689177,0.990738946816767,10.2472284497549,23.7283950617284,6.8115234375,464,529
78172989,917.629980564117,40.3757,118,2,0,0,0,0,0,0.485714285714286,70,0,0,421.315,182,0,0,0,0,0,0,0,2,0,0,186,0,0,0,0,26.3,38.1627838152026,1.06674765849591,34.7748934448201,56.9081632653061,28.2963120416622,1008,1066
77503897,469.685989499092,14.0504,48,4,1,2,1,1,0,0.026315789473684,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,11.33856803385,0.989990616129052,10.4532075851232,25.6412742382271,7.52773446201827,462,533
76334292,722.171984314919,27.9899,84,4,0,1,1,0,0,0.339285714285714,56,0,0,307.2375,133,0,0,0,0,0,0,0,4,0,0,137,0,0,0,0,66.43,19.1728908480394,0.985676987825002,18.4514948455339,43.1288265306123,18.0697278911565,750,815
76064992,485.684989094734,12.9797,49,5,2,3,1,2,0,0.051282051282051,39,0,0,184.3141,80,0,0,0,0,0,0,0,5,0,0,84,0,0,0,0,97.66,11.0062045938667,0.966957930726862,10.3822993163657,26.6009204470743,8.00735294117647,466,542
75144805,485.684989094734,12.9797,49,5,2,3,1,2,0,0.025641025641026,39,0,0,184.3141,80,0,0,0,0,0,0,0,5,0,0,84,0,0,0,0,97.66,11.0597265369876,0.973809800871183,10.3571731636849,26.6009204470743,7.77693761814745,466,542
75006725,456.710989952087,14.0567,51,3,2,2,0,2,0,0.027027027027027,37,0,0,187.6556,81,0,0,0,0,0,0,0,3,0,0,85,0,0,0,0,57.53,11.3035248488551,0.97103606878965,10.6406848439156,24.6837107377648,7.27857988165681,468,540
73313071,469.685989499092,14.0504,48,4,1,2,1,1,0,0.026315789473684,38,0,0,182.8143,79,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,77.43,10.3051240769158,0.996683277627379,9.33941705277463,25.6412742382271,7.52773446201827,462,533
73242193,455.702989935875,15.4029,49,3,1,2,1,1,0,0.027027027027027,37,0,0,184.9883,80,0,0,0,0,0,0,0,3,0,0,84,0,0,0,0,60.36,12.6014474996743,0.960804306560339,12.1155193764558,24.6837107377648,7.5078125,468,538
73021944,471.701989531517,13.9123,50,4,2,3,1,2,0,0.026315789473684,38,0,0,186.5261,81,0,0,0,0,0,0,0,4,0,0,85,0,0,0,0,80.59,11.5945576775434,0.960065928030285,11.0768348704253,25.6412742382271,7.52773446201827,472,546
71586807,736.154983878136,26.6374,83,5,0,1,1,0,0,0.333333333333333,57,0,0,305.0635,132,0,0,0,0,0,0,0,5,0,0,136,0,0,0,0,83.5,17.0576580263892,0.908816203696075,17.7690953979663,44.1095721760542,17.8692033293698,744,811
70698333,454.694989919663,13.9897,49,3,1,1,0,1,0,0.027027027027027,37,0,0,184.2418,79,0,0,0,0,0,0,0,3,0,0,83,0,0,0,0,54.37,12.6609232973464,0.964503282621054,12.1268846104288,24.6837107377648,7.27857988165681,458,528
